sep=;
"Location";"Date";"AQI";"NO2 (ppb)";"CO (ppm)";"VOCs (ppb)";"PM2.5 (µg/m³)"
"Newberry Condo Assoc";"Mar 24, 2026, 04:00:00";"14";"5.02";"0";"25.81";"1.55"
"Newberry Condo Assoc";"Mar 24, 2026, 03:00:00";"16";"4.62";"0";"26.54";"1.72"
"Newberry Condo Assoc";"Mar 24, 2026, 02:00:00";"17";"4.61";"0";"27.06";"1.97"
"Newberry Condo Assoc";"Mar 24, 2026, 01:00:00";"18";"4.55";"0";"27.66";"2.01"
"Newberry Condo Assoc";"Mar 24, 2026, 00:00:00";"19";"4.26";"0";"28.79";"2.18"
"Newberry Condo Assoc";"Mar 23, 2026, 23:00:00";"20";"3.95";"0";"29.96";"1.86"
"Newberry Condo Assoc";"Mar 23, 2026, 22:00:00";"21";"3.73";"0";"31.23";"1.47"
"Newberry Condo Assoc";"Mar 23, 2026, 21:00:00";"22";"3.32";"0";"32.6";"1.07"
"Newberry Condo Assoc";"Mar 23, 2026, 20:00:00";"23";"3.39";"0";"33.94";"1.6"
"Newberry Condo Assoc";"Mar 23, 2026, 19:00:00";"24";"2.96";"0";"35.29";"2.56"
"Newberry Condo Assoc";"Mar 23, 2026, 18:00:00";"24";"2.38";"0";"37.04";"1.76"
"Newberry Condo Assoc";"Mar 23, 2026, 17:00:00";"25";"1.11";"0";"41.25";"1.65"
"Newberry Condo Assoc";"Mar 23, 2026, 16:00:00";"26";"0";"0";"50.23";"1.01"
"Newberry Condo Assoc";"Mar 23, 2026, 15:00:00";"27";"0";"0";"58.51";"0.83"
"Newberry Condo Assoc";"Mar 23, 2026, 14:00:00";"29";"0";"0";"66.09";"0.97"
"Newberry Condo Assoc";"Mar 23, 2026, 13:00:00";"30";"0.03";"0";"69.6";"1.06"
"Newberry Condo Assoc";"Mar 23, 2026, 12:00:00";"33";"0.13";"0";"83.03";"2.36"
"Newberry Condo Assoc";"Mar 23, 2026, 11:00:00";"35";"2.67";"0";"102.34";"3"
"Newberry Condo Assoc";"Mar 23, 2026, 10:00:00";"36";"7.38";"0";"110.18";"3.56"
"Newberry Condo Assoc";"Mar 23, 2026, 09:00:00";"38";"15.09";"0";"119.48";"6.47"
"Newberry Condo Assoc";"Mar 23, 2026, 08:00:00";"39";"14.66";"0";"124.39";"12.93"
"Newberry Condo Assoc";"Mar 23, 2026, 07:00:00";"40";"6.04";"0";"108.03";"11.98"
"Newberry Condo Assoc";"Mar 23, 2026, 06:00:00";"41";"2.7";"0";"94.56";"7.74"
"Newberry Condo Assoc";"Mar 23, 2026, 05:00:00";"42";"4.09";"0";"94.19";"6.91"
"Newberry Condo Assoc";"Mar 23, 2026, 04:00:00";"43";"5.07";"0";"86.69";"12.15"
"Newberry Condo Assoc";"Mar 23, 2026, 03:00:00";"43";"3.4";"0";"75.03";"6.64"
"Newberry Condo Assoc";"Mar 23, 2026, 02:00:00";"45";"2.56";"0";"69.99";"6.29"
"Newberry Condo Assoc";"Mar 23, 2026, 01:00:00";"46";"0.06";"0";"71.59";"8.51"
"Newberry Condo Assoc";"Mar 23, 2026, 00:00:00";"47";"0";"0";"65.96";"7.41"
"Newberry Condo Assoc";"Mar 22, 2026, 23:00:00";"48";"0";"0";"57.06";"8.05"
"Newberry Condo Assoc";"Mar 22, 2026, 22:00:00";"48";"1.57";"0";"54.12";"7.43"
"Newberry Condo Assoc";"Mar 22, 2026, 21:00:00";"48";"3.9";"0";"50.43";"6.59"
"Newberry Condo Assoc";"Mar 22, 2026, 20:00:00";"49";"2.81";"0";"48.62";"6"
"Newberry Condo Assoc";"Mar 22, 2026, 19:00:00";"50";"0.61";"0";"46.66";"5.43"
"Newberry Condo Assoc";"Mar 22, 2026, 18:00:00";"51";"0";"0";"46.01";"4.72"
"Newberry Condo Assoc";"Mar 22, 2026, 17:00:00";"51";"0";"0";"54.53";"6.28"
"Newberry Condo Assoc";"Mar 22, 2026, 16:00:00";"51";"0";"0";"65.47";"8.47"
"Newberry Condo Assoc";"Mar 22, 2026, 15:00:00";"51";"0";"0";"72.65";"10.4"
"Newberry Condo Assoc";"Mar 22, 2026, 14:00:00";"51";"0";"0";"74.99";"11.97"
"Newberry Condo Assoc";"Mar 22, 2026, 13:00:00";"51";"0.64";"0";"80.44";"13.67"
"Newberry Condo Assoc";"Mar 22, 2026, 12:00:00";"51";"3.62";"0";"83.09";"13.82"
"Newberry Condo Assoc";"Mar 22, 2026, 11:00:00";"51";"5.56";"0";"76.11";"13.26"
"Newberry Condo Assoc";"Mar 22, 2026, 10:00:00";"51";"8.03";"0";"70.74";"12.62"
"Newberry Condo Assoc";"Mar 22, 2026, 09:00:00";"50";"8.91";"0";"65.68";"12.52"
"Newberry Condo Assoc";"Mar 22, 2026, 08:00:00";"49";"8.28";"0";"61.57";"20.03"
"Newberry Condo Assoc";"Mar 22, 2026, 07:00:00";"48";"7.43";"0";"59.89";"16.65"
"Newberry Condo Assoc";"Mar 22, 2026, 06:00:00";"48";"7.88";"0";"60.07";"14.52"
"Newberry Condo Assoc";"Mar 22, 2026, 05:00:00";"49";"8.12";"0";"58.68";"13.16"
"Newberry Condo Assoc";"Mar 22, 2026, 04:00:00";"48";"9.78";"0";"57.82";"12.76"
"Newberry Condo Assoc";"Mar 22, 2026, 03:00:00";"46";"10.62";"0";"56.68";"14.59"
"Newberry Condo Assoc";"Mar 22, 2026, 02:00:00";"44";"9";"0";"49.45";"15.43"
"Newberry Condo Assoc";"Mar 22, 2026, 01:00:00";"43";"7.94";"0";"45.03";"14.8"
"Newberry Condo Assoc";"Mar 22, 2026, 00:00:00";"41";"6.51";"0";"45.73";"9.19"
"Newberry Condo Assoc";"Mar 21, 2026, 23:00:00";"41";"5.99";"0";"46.94";"7.66"
"Newberry Condo Assoc";"Mar 21, 2026, 22:00:00";"40";"6.04";"0";"51.74";"9"
"Newberry Condo Assoc";"Mar 21, 2026, 21:00:00";"40";"6.44";"0";"54.47";"9.87"
"Newberry Condo Assoc";"Mar 21, 2026, 20:00:00";"39";"4.58";"0";"58.05";"15.04"
"Newberry Condo Assoc";"Mar 21, 2026, 19:00:00";"37";"1.86";"0";"54.53";"8.12"
"Newberry Condo Assoc";"Mar 21, 2026, 18:00:00";"37";"0.41";"0";"50.44";"6.64"
"Newberry Condo Assoc";"Mar 21, 2026, 17:00:00";"37";"0";"0";"46.99";"6.6"
"Newberry Condo Assoc";"Mar 21, 2026, 16:00:00";"37";"0";"0";"53.92";"7.54"
"Newberry Condo Assoc";"Mar 21, 2026, 15:00:00";"37";"0";"0";"59.86";"9.71"
"Newberry Condo Assoc";"Mar 21, 2026, 14:00:00";"36";"0";"0";"64.93";"11.65"
"Newberry Condo Assoc";"Mar 21, 2026, 13:00:00";"35";"0.01";"0";"72.75";"14.16"
"Newberry Condo Assoc";"Mar 21, 2026, 12:00:00";"34";"1.04";"0";"79.82";"13.82"
"Newberry Condo Assoc";"Mar 21, 2026, 11:00:00";"34";"3.89";"0";"80.41";"12.42"
"Newberry Condo Assoc";"Mar 21, 2026, 10:00:00";"33";"7.11";"0";"86.78";"8.97"
"Newberry Condo Assoc";"Mar 21, 2026, 09:00:00";"33";"17.23";"0";"90.48";"7.68"
"Newberry Condo Assoc";"Mar 21, 2026, 08:00:00";"34";"16.29";"0";"83.27";"14.78"
"Newberry Condo Assoc";"Mar 21, 2026, 07:00:00";"33";"9.37";"0";"81.77";"18.3"
"Newberry Condo Assoc";"Mar 21, 2026, 06:00:00";"31";"8.7";"0";"81.93";"15.87"
"Newberry Condo Assoc";"Mar 21, 2026, 05:00:00";"29";"8.72";"0";"79.99";"6.71"
"Newberry Condo Assoc";"Mar 21, 2026, 04:00:00";"30";"11.58";"0";"78.17";"4.57"
"Newberry Condo Assoc";"Mar 21, 2026, 03:00:00";"30";"13.74";"0";"74.48";"3.97"
"Newberry Condo Assoc";"Mar 21, 2026, 02:00:00";"31";"7.94";"0";"70.21";"5.34"
"Newberry Condo Assoc";"Mar 21, 2026, 01:00:00";"32";"4.94";"0";"62.59";"7.99"
"Newberry Condo Assoc";"Mar 21, 2026, 00:00:00";"32";"11.71";"0";"53.15";"5.59"
"Newberry Condo Assoc";"Mar 20, 2026, 23:00:00";"32";"12.09";"0";"54.27";"5.09"
"Newberry Condo Assoc";"Mar 20, 2026, 22:00:00";"33";"9.27";"0";"54.35";"5.38"
"Newberry Condo Assoc";"Mar 20, 2026, 21:00:00";"33";"9.29";"0";"55.37";"5.29"
"Newberry Condo Assoc";"Mar 20, 2026, 20:00:00";"34";"13.58";"0";"55.55";"6.55"
"Newberry Condo Assoc";"Mar 20, 2026, 19:00:00";"34";"5.79";"0";"49.96";"6.3"
"Newberry Condo Assoc";"Mar 20, 2026, 18:00:00";"34";"4.39";"0";"40.79";"5.63"
"Newberry Condo Assoc";"Mar 20, 2026, 17:00:00";"34";"4.07";"0";"38.25";"5.79"
"Newberry Condo Assoc";"Mar 20, 2026, 16:00:00";"34";"2.34";"0";"38.98";"6.65"
"Newberry Condo Assoc";"Mar 20, 2026, 15:00:00";"35";"0.08";"0";"39.59";"6.79"
"Newberry Condo Assoc";"Mar 20, 2026, 14:00:00";"35";"0.91";"0";"44.42";"7.23"
"Newberry Condo Assoc";"Mar 20, 2026, 13:00:00";"35";"2.03";"0";"48.39";"8.56"
"Newberry Condo Assoc";"Mar 20, 2026, 12:00:00";"34";"4.67";"0";"45.41";"9.13"
"Newberry Condo Assoc";"Mar 20, 2026, 11:00:00";"34";"7.57";"0";"40.11";"10.53"
"Newberry Condo Assoc";"Mar 20, 2026, 10:00:00";"33";"11.23";"0";"36.44";"10.23"
"Newberry Condo Assoc";"Mar 20, 2026, 09:00:00";"33";"14.36";"0";"30.8";"9.34"
"Newberry Condo Assoc";"Mar 20, 2026, 08:00:00";"32";"16.23";"0";"27.58";"8.39"
"Newberry Condo Assoc";"Mar 20, 2026, 07:00:00";"32";"11.62";"0";"25.66";"8.01"
"Newberry Condo Assoc";"Mar 20, 2026, 06:00:00";"31";"9.53";"0";"24.83";"7.75"
"Newberry Condo Assoc";"Mar 20, 2026, 05:00:00";"31";"9.19";"0";"24.38";"7.87"
"Newberry Condo Assoc";"Mar 20, 2026, 04:00:00";"30";"8.39";"0";"23.45";"8.22"
"Newberry Condo Assoc";"Mar 20, 2026, 03:00:00";"30";"8.1";"0";"23.09";"9.79"
"Newberry Condo Assoc";"Mar 20, 2026, 02:00:00";"29";"8.33";"0";"22.18";"8.11"
"Newberry Condo Assoc";"Mar 20, 2026, 01:00:00";"28";"7.79";"0";"22.31";"6.7"
"Newberry Condo Assoc";"Mar 20, 2026, 00:00:00";"28";"8.14";"0";"22";"7.16"
"Newberry Condo Assoc";"Mar 19, 2026, 23:00:00";"28";"8.7";"0";"22.04";"10.71"
"Newberry Condo Assoc";"Mar 19, 2026, 22:00:00";"27";"8.8";"0";"22.56";"8.96"
"Newberry Condo Assoc";"Mar 19, 2026, 21:00:00";"26";"9.14";"0";"23.85";"8.93"
"Newberry Condo Assoc";"Mar 19, 2026, 20:00:00";"26";"7.95";"0";"24.14";"6.12"
"Newberry Condo Assoc";"Mar 19, 2026, 19:00:00";"26";"7.22";"0";"24.92";"6.44"
"Newberry Condo Assoc";"Mar 19, 2026, 18:00:00";"25";"5.61";"0";"25.49";"7.24"
"Newberry Condo Assoc";"Mar 19, 2026, 17:00:00";"25";"2.15";"0";"28.32";"6.97"
"Newberry Condo Assoc";"Mar 19, 2026, 16:00:00";"25";"1.47";"0";"28.99";"7.79"
"Newberry Condo Assoc";"Mar 19, 2026, 15:00:00";"24";"2.41";"0";"28.56";"7.43"
"Newberry Condo Assoc";"Mar 19, 2026, 14:00:00";"24";"2.79";"0";"27.93";"6.59"
"Newberry Condo Assoc";"Mar 19, 2026, 13:00:00";"23";"4.25";"0";"26.99";"6.59"
"Newberry Condo Assoc";"Mar 19, 2026, 12:00:00";"23";"5.67";"0";"25.73";"6.92"
"Newberry Condo Assoc";"Mar 19, 2026, 11:00:00";"23";"7.68";"0";"24.25";"7.15"
"Newberry Condo Assoc";"Mar 19, 2026, 10:00:00";"22";"10.67";"0";"20.95";"6.55"
"Newberry Condo Assoc";"Mar 19, 2026, 09:00:00";"22";"11.96";"0";"19.28";"6.35"
"Newberry Condo Assoc";"Mar 19, 2026, 08:00:00";"22";"11.8";"0";"18.1";"5.7"
"Newberry Condo Assoc";"Mar 19, 2026, 07:00:00";"22";"10.25";"0";"17.37";"5.31"
"Newberry Condo Assoc";"Mar 19, 2026, 06:00:00";"22";"9.21";"0";"16.53";"4.86"
"Newberry Condo Assoc";"Mar 19, 2026, 05:00:00";"22";"8.61";"0";"15.52";"4.18"
"Newberry Condo Assoc";"Mar 19, 2026, 04:00:00";"22";"8.02";"0";"14.3";"4.72"
"Newberry Condo Assoc";"Mar 19, 2026, 03:00:00";"22";"8.42";"0";"13";"4.98"
"Newberry Condo Assoc";"Mar 19, 2026, 02:00:00";"22";"8.22";"0";"12.25";"5.87"
"Newberry Condo Assoc";"Mar 19, 2026, 01:00:00";"21";"8.56";"0";"11.37";"6.44"
"Newberry Condo Assoc";"Mar 19, 2026, 00:00:00";"21";"8.83";"0";"10.62";"5.52"
"Newberry Condo Assoc";"Mar 18, 2026, 23:00:00";"20";"8.75";"0";"9";"5.34"
"Newberry Condo Assoc";"Mar 18, 2026, 22:00:00";"20";"9.11";"0";"8.31";"5.32"
"Newberry Condo Assoc";"Mar 18, 2026, 21:00:00";"20";"9.37";"0";"7.86";"5.22"
"Newberry Condo Assoc";"Mar 18, 2026, 20:00:00";"19";"9.06";"0";"7.93";"5.26"
"Newberry Condo Assoc";"Mar 18, 2026, 19:00:00";"18";"7.46";"0";"7.39";"4.63"
"Newberry Condo Assoc";"Mar 18, 2026, 18:00:00";"18";"6.47";"0";"7.87";"4.89"
"Newberry Condo Assoc";"Mar 18, 2026, 17:00:00";"17";"4.51";"0";"8.28";"5.28"
"Newberry Condo Assoc";"Mar 18, 2026, 16:00:00";"17";"4.1";"0";"8.73";"5.46"
"Newberry Condo Assoc";"Mar 18, 2026, 15:00:00";"16";"3.55";"0";"9.66";"5.18"
"Newberry Condo Assoc";"Mar 18, 2026, 14:00:00";"16";"2.76";"0";"10.24";"4.66"
"Newberry Condo Assoc";"Mar 18, 2026, 13:00:00";"15";"1.68";"0";"11.25";"3.87"
"Newberry Condo Assoc";"Mar 18, 2026, 12:00:00";"15";"1.86";"0";"13.27";"3.97"
"Newberry Condo Assoc";"Mar 18, 2026, 11:00:00";"14";"4.01";"0";"14.89";"4.65"
"Newberry Condo Assoc";"Mar 18, 2026, 10:00:00";"14";"6.3";"0";"14.94";"5.84"
"Newberry Condo Assoc";"Mar 18, 2026, 09:00:00";"13";"7.12";"0";"15.32";"5.72"
"Newberry Condo Assoc";"Mar 18, 2026, 08:00:00";"13";"7.8";"0";"15.6";"5.43"
"Newberry Condo Assoc";"Mar 18, 2026, 07:00:00";"12";"6.31";"0";"15.18";"4.91"
"Newberry Condo Assoc";"Mar 18, 2026, 06:00:00";"11";"5.19";"0";"15.21";"4.72"
"Newberry Condo Assoc";"Mar 18, 2026, 05:00:00";"11";"5.14";"0";"15.12";"4.51"
"Newberry Condo Assoc";"Mar 18, 2026, 04:00:00";"10";"4.93";"0";"14.81";"4.29"
"Newberry Condo Assoc";"Mar 18, 2026, 03:00:00";"9";"4.92";"0";"14.71";"4.1"
"Newberry Condo Assoc";"Mar 18, 2026, 02:00:00";"9";"4.55";"0";"14.73";"4.74"
"Newberry Condo Assoc";"Mar 18, 2026, 01:00:00";"8";"5.18";"0";"14.91";"3.82"
"Newberry Condo Assoc";"Mar 18, 2026, 00:00:00";"8";"5.9";"0";"14.43";"3.33"
"Newberry Condo Assoc";"Mar 17, 2026, 23:00:00";"7";"5.38";"0";"14.91";"2.83"
"Newberry Condo Assoc";"Mar 17, 2026, 22:00:00";"7";"5.12";"0";"15.17";"2.52"
"Newberry Condo Assoc";"Mar 17, 2026, 21:00:00";"7";"5.24";"0";"16.1";"2.43"
"Newberry Condo Assoc";"Mar 17, 2026, 20:00:00";"6";"5.3";"0";"16.88";"1.87"
"Newberry Condo Assoc";"Mar 17, 2026, 19:00:00";"7";"4.91";"0";"17.83";"1.89"
"Newberry Condo Assoc";"Mar 17, 2026, 18:00:00";"7";"3.93";"0";"18.6";"1.72"
"Newberry Condo Assoc";"Mar 17, 2026, 17:00:00";"7";"3.08";"0";"20.3";"1.67"
"Newberry Condo Assoc";"Mar 17, 2026, 16:00:00";"7";"3.77";"0";"21.2";"2.01"
"Newberry Condo Assoc";"Mar 17, 2026, 15:00:00";"7";"2.56";"0";"23.15";"2.16"
"Newberry Condo Assoc";"Mar 17, 2026, 14:00:00";"7";"1.72";"0";"24.38";"1.89"
"Newberry Condo Assoc";"Mar 17, 2026, 13:00:00";"7";"1.16";"0";"25.92";"1.69"
"Newberry Condo Assoc";"Mar 17, 2026, 12:00:00";"8";"1.67";"0";"27.27";"1.6"
"Newberry Condo Assoc";"Mar 17, 2026, 11:00:00";"8";"1.91";"0";"28.43";"1.75"
"Newberry Condo Assoc";"Mar 17, 2026, 10:00:00";"9";"3.46";"0";"29.77";"1.7"
"Newberry Condo Assoc";"Mar 17, 2026, 09:00:00";"9";"4.78";"0";"29.4";"1.53"
"Newberry Condo Assoc";"Mar 17, 2026, 08:00:00";"10";"4.48";"0";"29.7";"1.29"
"Newberry Condo Assoc";"Mar 17, 2026, 07:00:00";"10";"3.36";"0";"31.17";"1.13"
"Newberry Condo Assoc";"Mar 17, 2026, 06:00:00";"11";"1.46";"0";"32.66";"1.33"
"Newberry Condo Assoc";"Mar 17, 2026, 05:00:00";"12";"0.18";"0";"33.93";"1.13"
"Newberry Condo Assoc";"Mar 17, 2026, 04:00:00";"12";"0";"0";"36.04";"0.86"
"Newberry Condo Assoc";"Mar 17, 2026, 03:00:00";"13";"0.2";"0";"37.12";"0.6"
"Newberry Condo Assoc";"Mar 17, 2026, 02:00:00";"14";"1.01";"0";"37.7";"0.8"
"Newberry Condo Assoc";"Mar 17, 2026, 01:00:00";"14";"1.97";"0";"39.57";"0.77"
"Newberry Condo Assoc";"Mar 17, 2026, 00:00:00";"15";"3.07";"0";"40.07";"1.08"
"Newberry Condo Assoc";"Mar 16, 2026, 23:00:00";"17";"3.22";"0";"40.84";"1.25"
"Newberry Condo Assoc";"Mar 16, 2026, 22:00:00";"18";"1.73";"0";"45.91";"0.68"
"Newberry Condo Assoc";"Mar 16, 2026, 21:00:00";"19";"0.19";"0";"96.28";"1.38"
"Newberry Condo Assoc";"Mar 16, 2026, 20:00:00";"20";"0.43";"0";"149.18";"2.7"
"Newberry Condo Assoc";"Mar 16, 2026, 19:00:00";"21";"2.13";"0";"164.55";"3.3"
"Newberry Condo Assoc";"Mar 16, 2026, 18:00:00";"21";"3.78";"0";"151.91";"3.34"
"Newberry Condo Assoc";"Mar 16, 2026, 17:00:00";"22";"4.01";"0";"132.13";"1.72"
"Newberry Condo Assoc";"Mar 16, 2026, 16:00:00";"22";"3.76";"0";"134.82";"1.23"
"Newberry Condo Assoc";"Mar 16, 2026, 15:00:00";"23";"4";"0";"151.47";"2.49"
"Newberry Condo Assoc";"Mar 16, 2026, 14:00:00";"23";"2.47";"0";"151.85";"4.32"
"Newberry Condo Assoc";"Mar 16, 2026, 13:00:00";"23";"1.62";"0";"155.16";"4.84"
"Newberry Condo Assoc";"Mar 16, 2026, 12:00:00";"23";"0.01";"0";"151.2";"4.7"
"Newberry Condo Assoc";"Mar 16, 2026, 11:00:00";"23";"0.09";"0";"159.51";"3.97"
"Newberry Condo Assoc";"Mar 16, 2026, 10:00:00";"22";"0.29";"0";"171.6";"4.16"
"Newberry Condo Assoc";"Mar 16, 2026, 09:00:00";"22";"0.97";"0";"163.5";"4.47"
"Newberry Condo Assoc";"Mar 16, 2026, 08:00:00";"22";"0.96";"0";"153.04";"3.33"
"Newberry Condo Assoc";"Mar 16, 2026, 07:00:00";"22";"1.86";"0";"140.22";"4.55"
"Newberry Condo Assoc";"Mar 16, 2026, 06:00:00";"22";"2.36";"0";"132.31";"5.79"
"Newberry Condo Assoc";"Mar 16, 2026, 05:00:00";"22";"3.65";"0";"121.35";"5.64"
"Newberry Condo Assoc";"Mar 16, 2026, 04:00:00";"21";"4.83";"0";"108.65";"5.49"
"Newberry Condo Assoc";"Mar 16, 2026, 03:00:00";"21";"6.82";"0";"92.77";"5.6"
"Newberry Condo Assoc";"Mar 16, 2026, 02:00:00";"20";"8.08";"0";"72.38";"3.43"
"Newberry Condo Assoc";"Mar 16, 2026, 01:00:00";"21";"8.88";"0";"57.74";"4.71"
"Newberry Condo Assoc";"Mar 16, 2026, 00:00:00";"20";"8.74";"0";"44.55";"9.89"
"Newberry Condo Assoc";"Mar 15, 2026, 23:00:00";"20";"8.62";"0";"31.98";"8.87"
"Newberry Condo Assoc";"Mar 15, 2026, 22:00:00";"20";"7.58";"0";"27.31";"8.38"
"Newberry Condo Assoc";"Mar 15, 2026, 21:00:00";"20";"7";"0";"25.02";"7.17"
"Newberry Condo Assoc";"Mar 15, 2026, 20:00:00";"19";"6.41";"0";"23.83";"6.44"
"Newberry Condo Assoc";"Mar 15, 2026, 19:00:00";"19";"6.53";"0";"23.87";"5.91"
"Newberry Condo Assoc";"Mar 15, 2026, 18:00:00";"18";"5.58";"0";"20.82";"6.21"
"Newberry Condo Assoc";"Mar 15, 2026, 17:00:00";"17";"4.77";"0";"19.49";"4.88"
"Newberry Condo Assoc";"Mar 15, 2026, 16:00:00";"17";"4.03";"0";"18.62";"4.54"
"Newberry Condo Assoc";"Mar 15, 2026, 15:00:00";"17";"4.15";"0";"18.03";"4.02"
"Newberry Condo Assoc";"Mar 15, 2026, 14:00:00";"16";"3.85";"0";"15.97";"3.78"
"Newberry Condo Assoc";"Mar 15, 2026, 13:00:00";"16";"4.13";"0";"13.59";"3.19"
"Newberry Condo Assoc";"Mar 15, 2026, 12:00:00";"16";"4.03";"0";"14";"3.02"
"Newberry Condo Assoc";"Mar 15, 2026, 11:00:00";"16";"4.79";"0";"12.28";"3.19"
"Newberry Condo Assoc";"Mar 15, 2026, 10:00:00";"15";"6.06";"0";"12.41";"3.42"
"Newberry Condo Assoc";"Mar 15, 2026, 09:00:00";"15";"7.11";"0";"11.92";"3.37"
"Newberry Condo Assoc";"Mar 15, 2026, 08:00:00";"15";"7.24";"0";"11.12";"3.37"
"Newberry Condo Assoc";"Mar 15, 2026, 07:00:00";"15";"6.66";"0";"10.71";"3.16"
"Newberry Condo Assoc";"Mar 15, 2026, 06:00:00";"14";"7.89";"0";"10.37";"3.28"
"Newberry Condo Assoc";"Mar 15, 2026, 05:00:00";"14";"7.6";"0";"9.84";"3.66"
"Newberry Condo Assoc";"Mar 15, 2026, 04:00:00";"14";"6.65";"0";"9.35";"3.74"
"Newberry Condo Assoc";"Mar 15, 2026, 03:00:00";"14";"6.21";"0";"9.72";"3.5"
"Newberry Condo Assoc";"Mar 15, 2026, 02:00:00";"13";"6.8";"0";"10.33";"3.88"
"Newberry Condo Assoc";"Mar 15, 2026, 01:00:00";"13";"5.39";"0";"9.31";"3.52"
"Newberry Condo Assoc";"Mar 15, 2026, 00:00:00";"13";"6.98";"0";"11";"5.69"
"Newberry Condo Assoc";"Mar 14, 2026, 23:00:00";"12";"8.69";"0";"14.41";"8.9"
"Newberry Condo Assoc";"Mar 14, 2026, 22:00:00";"11";"9.73";"0";"15.09";"7.7"
"Newberry Condo Assoc";"Mar 14, 2026, 21:00:00";"10";"3.1";"0";"9.83";"4.97"
"Newberry Condo Assoc";"Mar 14, 2026, 20:00:00";"10";"2.29";"0";"10.54";"3.23"
"Newberry Condo Assoc";"Mar 14, 2026, 19:00:00";"10";"0.73";"0";"11.32";"2.3"
"Newberry Condo Assoc";"Mar 14, 2026, 18:00:00";"10";"0.14";"0";"12.67";"2.23"
"Newberry Condo Assoc";"Mar 14, 2026, 17:00:00";"10";"0.05";"0";"14.85";"2.75"
"Newberry Condo Assoc";"Mar 14, 2026, 16:00:00";"9";"0";"0";"16.24";"3.06"
"Newberry Condo Assoc";"Mar 14, 2026, 15:00:00";"9";"0";"0";"16.48";"2.66"
"Newberry Condo Assoc";"Mar 14, 2026, 14:00:00";"9";"0";"0";"15.65";"2"
"Newberry Condo Assoc";"Mar 14, 2026, 13:00:00";"9";"0";"0";"18.71";"1.82"
"Newberry Condo Assoc";"Mar 14, 2026, 12:00:00";"10";"0";"0";"17.24";"2.13"
"Newberry Condo Assoc";"Mar 14, 2026, 11:00:00";"10";"0.8";"0";"14.32";"2.06"
"Newberry Condo Assoc";"Mar 14, 2026, 10:00:00";"10";"1.08";"0";"14.7";"1.9"
"Newberry Condo Assoc";"Mar 14, 2026, 09:00:00";"10";"1.44";"0";"13.55";"1.94"
"Newberry Condo Assoc";"Mar 14, 2026, 08:00:00";"10";"1.84";"0";"13.44";"1.63"
"Newberry Condo Assoc";"Mar 14, 2026, 07:00:00";"10";"0.68";"0";"14.08";"1.5"
"Newberry Condo Assoc";"Mar 14, 2026, 06:00:00";"11";"0.23";"0";"15.7";"1.57"
"Newberry Condo Assoc";"Mar 14, 2026, 05:00:00";"11";"1.74";"0";"21.18";"1.73"
"Newberry Condo Assoc";"Mar 14, 2026, 04:00:00";"11";"4.22";"0";"23.74";"2.3"
"Newberry Condo Assoc";"Mar 14, 2026, 03:00:00";"11";"4.08";"0";"23.25";"2.26"
"Newberry Condo Assoc";"Mar 14, 2026, 02:00:00";"11";"4.28";"0";"23.05";"2.39"
"Newberry Condo Assoc";"Mar 14, 2026, 01:00:00";"11";"6.51";"0";"23.06";"2.41"
"Newberry Condo Assoc";"Mar 14, 2026, 00:00:00";"12";"6.59";"0";"23.26";"2.54"
"Newberry Condo Assoc";"Mar 13, 2026, 23:00:00";"12";"6.24";"0";"23.16";"2.75"
"Newberry Condo Assoc";"Mar 13, 2026, 22:00:00";"12";"5.67";"0";"23.41";"2.56"
"Newberry Condo Assoc";"Mar 13, 2026, 21:00:00";"12";"7.74";"0";"23.28";"2.33"
"Newberry Condo Assoc";"Mar 13, 2026, 20:00:00";"12";"3.24";"0";"23.83";"2.15"
"Newberry Condo Assoc";"Mar 13, 2026, 19:00:00";"12";"2.42";"0";"23.46";"1.99"
"Newberry Condo Assoc";"Mar 13, 2026, 18:00:00";"12";"1.69";"0";"22.55";"2.01"
"Newberry Condo Assoc";"Mar 13, 2026, 17:00:00";"12";"0.51";"0";"22.66";"1.92"
"Newberry Condo Assoc";"Mar 13, 2026, 16:00:00";"12";"0.53";"0";"22.97";"2.61"
"Newberry Condo Assoc";"Mar 13, 2026, 15:00:00";"12";"1.17";"0";"22.48";"2"
"Newberry Condo Assoc";"Mar 13, 2026, 14:00:00";"12";"0.45";"0";"23.41";"2.44"
"Newberry Condo Assoc";"Mar 13, 2026, 13:00:00";"13";"1.08";"0";"23.75";"2.78"
"Newberry Condo Assoc";"Mar 13, 2026, 12:00:00";"13";"1.14";"0";"25.95";"2.96"
"Newberry Condo Assoc";"Mar 13, 2026, 11:00:00";"13";"2.46";"0";"27.82";"3.29"
"Newberry Condo Assoc";"Mar 13, 2026, 10:00:00";"13";"6.06";"0";"27.14";"3.12"
"Newberry Condo Assoc";"Mar 13, 2026, 09:00:00";"13";"9.4";"0";"26.74";"2.79"
"Newberry Condo Assoc";"Mar 13, 2026, 08:00:00";"13";"12.87";"0";"28.16";"2.8"
"Newberry Condo Assoc";"Mar 13, 2026, 07:00:00";"12";"11.71";"0";"27.62";"2.84"
"Newberry Condo Assoc";"Mar 13, 2026, 06:00:00";"14";"13.58";"0";"28.75";"2.91"
"Newberry Condo Assoc";"Mar 13, 2026, 05:00:00";"13";"13.21";"0";"30.36";"2.79"
