sep=;
"Location";"Date";"AQI";"NO2 (ppb)";"CO (ppm)";"VOCs (ppb)";"PM2.5 (µg/m³)"
"Heritage Farm Museum";"Jun 6, 2026, 13:00:00";"3";"0.21";"0.25";"56.25";"0.14"
"Heritage Farm Museum";"Jun 6, 2026, 12:00:00";"3";"0";"0.23";"50.52";"0.38"
"Heritage Farm Museum";"Jun 6, 2026, 11:00:00";"3";"0";"0.22";"52.66";"0.24"
"Heritage Farm Museum";"Jun 6, 2026, 10:00:00";"3";"0";"0.26";"54.17";"0.12"
"Heritage Farm Museum";"Jun 6, 2026, 09:00:00";"6";"6.25";"0.35";"64.94";"0.04"
"Heritage Farm Museum";"Jun 6, 2026, 08:00:00";"6";"6.76";"0.33";"65.85";"0"
"Heritage Farm Museum";"Jun 6, 2026, 07:00:00";"5";"5.07";"0.26";"54.33";"0.02"
"Heritage Farm Museum";"Jun 6, 2026, 06:00:00";"4";"4.87";"0.24";"51.92";"0.03"
"Heritage Farm Museum";"Jun 6, 2026, 05:00:00";"6";"6.29";"0.27";"50.79";"0"
"Heritage Farm Museum";"Jun 6, 2026, 04:00:00";"4";"4.63";"0.25";"49.43";"0"
"Heritage Farm Museum";"Jun 6, 2026, 03:00:00";"5";"5.57";"0.27";"49.13";"0"
"Heritage Farm Museum";"Jun 6, 2026, 02:00:00";"3";"2.05";"0.26";"47.27";"0"
"Heritage Farm Museum";"Jun 6, 2026, 01:00:00";"3";"1.2";"0.27";"44.61";"0"
"Heritage Farm Museum";"Jun 6, 2026, 00:00:00";"3";"1.01";"0.29";"44.1";"0"
"Heritage Farm Museum";"Jun 5, 2026, 23:00:00";"3";"1.98";"0.33";"43.68";"0"
"Heritage Farm Museum";"Jun 5, 2026, 22:00:00";"3";"0.89";"0.33";"44.54";"0"
"Heritage Farm Museum";"Jun 5, 2026, 21:00:00";"3";"0";"0.3";"44.61";"0.1"
"Heritage Farm Museum";"Jun 5, 2026, 20:00:00";"3";"0";"0";"0";"0.05"
"Heritage Farm Museum";"Jun 5, 2026, 19:00:00";"3";"0";"0.28";"47.4";"0.21"
"Heritage Farm Museum";"Jun 5, 2026, 18:00:00";"3";"0.2";"0.28";"49.31";"0.12"
"Heritage Farm Museum";"Jun 5, 2026, 17:00:00";"3";"0";"0.27";"49.95";"0.19"
"Heritage Farm Museum";"Jun 5, 2026, 16:00:00";"3";"0";"0.26";"49.97";"0.16"
"Heritage Farm Museum";"Jun 5, 2026, 15:00:00";"3";"0";"0.23";"48.7";"0.13"
"Heritage Farm Museum";"Jun 5, 2026, 14:00:00";"3";"0";"0.23";"50.86";"0.13"
"Heritage Farm Museum";"Jun 5, 2026, 13:00:00";"3";"0";"0.26";"47.85";"0.14"
"Heritage Farm Museum";"Jun 5, 2026, 12:00:00";"3";"0";"0.24";"45.25";"0.15"
"Heritage Farm Museum";"Jun 5, 2026, 11:00:00";"0";"0";"0.25";"46.51";"0.07"
"Heritage Farm Museum";"Jun 5, 2026, 10:00:00";"1";"1.05";"0.29";"44.25";"0.09"
"Heritage Farm Museum";"Jun 5, 2026, 09:00:00";"7";"7.05";"0.29";"49.16";"0.06"
"Heritage Farm Museum";"Jun 5, 2026, 08:00:00";"8";"8.38";"0.26";"47.43";"0.06"
"Heritage Farm Museum";"Jun 5, 2026, 07:00:00";"0";"0";"0";"0";"0.01"
"Heritage Farm Museum";"Jun 5, 2026, 06:00:00";"4";"0";"0";"0";"0.02"
"Heritage Farm Museum";"Jun 5, 2026, 05:00:00";"5";"5.52";"0.17";"39.55";"0"
"Heritage Farm Museum";"Jun 5, 2026, 04:00:00";"4";"0";"0";"0";"0"
"Heritage Farm Museum";"Jun 5, 2026, 03:00:00";"16";"16.3";"0.32";"44.68";"0.01"
"Heritage Farm Museum";"Jun 5, 2026, 02:00:00";"23";"24.58";"0.35";"42.86";"0"
"Heritage Farm Museum";"Jun 5, 2026, 01:00:00";"24";"25.63";"0.36";"43.2";"0.03"
"Heritage Farm Museum";"Jun 5, 2026, 00:00:00";"11";"11.68";"0.3";"41.09";"0"
"Heritage Farm Museum";"Jun 4, 2026, 23:00:00";"4";"4.68";"0.3";"38.89";"0"
"Heritage Farm Museum";"Jun 4, 2026, 22:00:00";"3";"2.81";"0.26";"35.07";"0"
"Heritage Farm Museum";"Jun 4, 2026, 21:00:00";"3";"1.09";"0.28";"32.43";"0"
"Heritage Farm Museum";"Jun 4, 2026, 20:00:00";"3";"0";"0";"0";"0"
"Heritage Farm Museum";"Jun 4, 2026, 19:00:00";"3";"0";"0.25";"33.36";"0.13"
"Heritage Farm Museum";"Jun 4, 2026, 18:00:00";"3";"0";"0.25";"36.4";"0.08"
"Heritage Farm Museum";"Jun 4, 2026, 17:00:00";"3";"0.48";"0.25";"38.13";"0.07"
"Heritage Farm Museum";"Jun 4, 2026, 16:00:00";"3";"0";"0.23";"39.29";"0.1"
"Heritage Farm Museum";"Jun 4, 2026, 15:00:00";"3";"0";"0.2";"38.84";"0.1"
"Heritage Farm Museum";"Jun 4, 2026, 14:00:00";"3";"0.54";"0.2";"38.44";"0.06"
"Heritage Farm Museum";"Jun 4, 2026, 13:00:00";"2";"0";"0.21";"38.2";"0.13"
"Heritage Farm Museum";"Jun 4, 2026, 12:00:00";"2";"0";"0.22";"35.79";"0.09"
"Heritage Farm Museum";"Jun 4, 2026, 11:00:00";"2";"0";"0.21";"35.32";"0.09"
"Heritage Farm Museum";"Jun 4, 2026, 10:00:00";"2";"0.41";"0.22";"39.31";"0.07"
"Heritage Farm Museum";"Jun 4, 2026, 09:00:00";"5";"5.32";"0.25";"41.27";"0.04"
"Heritage Farm Museum";"Jun 4, 2026, 08:00:00";"6";"6.73";"0.18";"36.04";"0.02"
"Heritage Farm Museum";"Jun 4, 2026, 07:00:00";"5";"5.35";"0.14";"31.19";"0.02"
"Heritage Farm Museum";"Jun 4, 2026, 06:00:00";"5";"5.97";"0.13";"29.79";"0.01"
"Heritage Farm Museum";"Jun 4, 2026, 04:00:00";"8";"8.59";"0.15";"28.61";"0"
"Heritage Farm Museum";"Jun 4, 2026, 03:00:00";"7";"7.38";"0.17";"29.33";"0"
"Heritage Farm Museum";"Jun 4, 2026, 02:00:00";"0";"0";"0";"0";"0.14"
"Heritage Farm Museum";"Jun 4, 2026, 01:00:00";"0";"0";"0";"0";"0.04"
"Heritage Farm Museum";"Jun 4, 2026, 00:00:00";"4";"4.86";"0.21";"29.5";"0.07"
"Heritage Farm Museum";"Jun 3, 2026, 23:00:00";"3";"3.65";"0.2";"29.35";"0"
"Heritage Farm Museum";"Jun 3, 2026, 22:00:00";"3";"3.58";"0.21";"30.93";"0"
"Heritage Farm Museum";"Jun 3, 2026, 21:00:00";"3";"1.07";"0.23";"27.54";"0"
"Heritage Farm Museum";"Jun 3, 2026, 20:00:00";"3";"0.01";"0.24";"28.74";"0"
"Heritage Farm Museum";"Jun 3, 2026, 19:00:00";"2";"0";"0";"0";"0.16"
"Heritage Farm Museum";"Jun 3, 2026, 18:00:00";"2";"0";"0";"0";"0.03"
"Heritage Farm Museum";"Jun 3, 2026, 17:00:00";"2";"0";"0.2";"30.41";"0.06"
"Heritage Farm Museum";"Jun 3, 2026, 16:00:00";"2";"0";"0.19";"30.42";"0.07"
"Heritage Farm Museum";"Jun 3, 2026, 15:00:00";"2";"0";"0.17";"30.06";"0.11"
"Heritage Farm Museum";"Jun 3, 2026, 14:00:00";"2";"0";"0.17";"28.33";"0.09"
"Heritage Farm Museum";"Jun 3, 2026, 13:00:00";"2";"0";"0.22";"31.23";"0.1"
"Heritage Farm Museum";"Jun 3, 2026, 12:00:00";"2";"0";"0.19";"30.96";"0.17"
"Heritage Farm Museum";"Jun 3, 2026, 11:00:00";"2";"0";"0.16";"31.73";"0.13"
"Heritage Farm Museum";"Jun 3, 2026, 10:00:00";"2";"0";"0.16";"34.54";"0.12"
"Heritage Farm Museum";"Jun 3, 2026, 09:00:00";"2";"2.8";"0.15";"31.48";"0.04"
"Heritage Farm Museum";"Jun 3, 2026, 08:00:00";"5";"5.24";"0.11";"28.95";"0.03"
"Heritage Farm Museum";"Jun 3, 2026, 07:00:00";"3";"3.88";"0.07";"24.91";"0.02"
"Heritage Farm Museum";"Jun 3, 2026, 06:00:00";"3";"3.6";"0.07";"24.49";"0.02"
"Heritage Farm Museum";"Jun 3, 2026, 05:00:00";"3";"3.54";"0.06";"24.45";"0.04"
"Heritage Farm Museum";"Jun 3, 2026, 04:00:00";"4";"4.57";"0.09";"24.94";"0.03"
"Heritage Farm Museum";"Jun 3, 2026, 03:00:00";"5";"5.17";"0.11";"25.17";"0.02"
"Heritage Farm Museum";"Jun 3, 2026, 02:00:00";"8";"8.56";"0.11";"24.15";"0.03"
"Heritage Farm Museum";"Jun 3, 2026, 01:00:00";"10";"10.4";"0.14";"25.12";"0.01"
"Heritage Farm Museum";"Jun 3, 2026, 00:00:00";"6";"6.73";"0.17";"23.52";"0.03"
"Heritage Farm Museum";"Jun 2, 2026, 23:00:00";"5";"5.88";"0.19";"24.09";"0.03"
"Heritage Farm Museum";"Jun 2, 2026, 22:00:00";"5";"5.98";"0.22";"27.35";"0"
"Heritage Farm Museum";"Jun 2, 2026, 21:00:00";"2";"1.99";"0.19";"27.27";"0"
"Heritage Farm Museum";"Jun 2, 2026, 20:00:00";"2";"0.26";"0.19";"20.5";"0.07"
"Heritage Farm Museum";"Jun 2, 2026, 19:00:00";"2";"0";"0";"0";"0.03"
"Heritage Farm Museum";"Jun 2, 2026, 18:00:00";"2";"0";"0.17";"17.68";"0.08"
"Heritage Farm Museum";"Jun 2, 2026, 17:00:00";"2";"0.05";"0.18";"19.85";"0.13"
"Heritage Farm Museum";"Jun 2, 2026, 16:00:00";"2";"0.03";"0.17";"20.87";"0.06"
"Heritage Farm Museum";"Jun 2, 2026, 15:00:00";"2";"0";"0.16";"23.44";"0.05"
"Heritage Farm Museum";"Jun 2, 2026, 14:00:00";"2";"0";"0.15";"22.2";"0.07"
"Heritage Farm Museum";"Jun 2, 2026, 13:00:00";"2";"0";"0.14";"22.83";"0.08"
"Heritage Farm Museum";"Jun 2, 2026, 12:00:00";"0";"0";"0.12";"28.81";"0.08"
"Heritage Farm Museum";"Jun 2, 2026, 11:00:00";"0";"0";"0.11";"28.97";"0.15"
"Heritage Farm Museum";"Jun 2, 2026, 10:00:00";"0";"0.18";"0.11";"29.96";"0.06"
"Heritage Farm Museum";"Jun 2, 2026, 09:00:00";"1";"1.94";"0.1";"29.14";"0.06"
"Heritage Farm Museum";"Jun 2, 2026, 08:00:00";"4";"4.13";"0.09";"27.57";"0.04"
"Heritage Farm Museum";"Jun 2, 2026, 07:00:00";"4";"4.59";"0.08";"26.98";"0.02"
"Heritage Farm Museum";"Jun 2, 2026, 06:00:00";"3";"3.62";"0.06";"25.62";"0.02"
"Heritage Farm Museum";"Jun 2, 2026, 05:00:00";"3";"3.01";"0.07";"25.42";"0.02"
"Heritage Farm Museum";"Jun 2, 2026, 04:00:00";"3";"3.27";"0.08";"24.88";"0.03"
"Heritage Farm Museum";"Jun 2, 2026, 03:00:00";"3";"3.74";"0.09";"24.89";"0.02"
"Heritage Farm Museum";"Jun 2, 2026, 02:00:00";"3";"3.37";"0.1";"25.26";"0"
"Heritage Farm Museum";"Jun 2, 2026, 01:00:00";"2";"2.71";"0.11";"25.03";"0.04"
"Heritage Farm Museum";"Jun 2, 2026, 00:00:00";"3";"3.26";"0.15";"27.39";"0.03"
"Heritage Farm Museum";"Jun 1, 2026, 23:00:00";"3";"2.64";"0.17";"29.03";"0.07"
"Heritage Farm Museum";"Jun 1, 2026, 22:00:00";"3";"3.19";"0.21";"31.54";"0"
"Heritage Farm Museum";"Jun 1, 2026, 21:00:00";"3";"2.42";"0.21";"31.94";"0"
"Heritage Farm Museum";"Jun 1, 2026, 20:00:00";"2";"1.03";"0.22";"26.36";"0"
"Heritage Farm Museum";"Jun 1, 2026, 19:00:00";"2";"0.25";"0.22";"23.57";"0.08"
"Heritage Farm Museum";"Jun 1, 2026, 18:00:00";"3";"0.16";"0.21";"24.27";"0.02"
"Heritage Farm Museum";"Jun 1, 2026, 17:00:00";"2";"0";"0.2";"25.14";"0.1"
"Heritage Farm Museum";"Jun 1, 2026, 16:00:00";"2";"0";"0.18";"25.5";"0.09"
"Heritage Farm Museum";"Jun 1, 2026, 15:00:00";"2";"0";"0.18";"26.88";"0.11"
"Heritage Farm Museum";"Jun 1, 2026, 14:00:00";"2";"0";"0";"0";"0.07"
"Heritage Farm Museum";"Jun 1, 2026, 13:00:00";"2";"0";"0.17";"26.55";"0.06"
"Heritage Farm Museum";"Jun 1, 2026, 12:00:00";"2";"0";"0.16";"26.82";"0.09"
"Heritage Farm Museum";"Jun 1, 2026, 11:00:00";"2";"0";"0.35";"32.58";"0.12"
"Heritage Farm Museum";"Jun 1, 2026, 10:00:00";"2";"0.57";"0.16";"34.71";"0.03"
"Heritage Farm Museum";"Jun 1, 2026, 09:00:00";"2";"1.87";"0.17";"33.59";"0.05"
"Heritage Farm Museum";"Jun 1, 2026, 08:00:00";"4";"4.97";"0.15";"31.35";"0.04"
"Heritage Farm Museum";"Jun 1, 2026, 07:00:00";"6";"6.74";"0.15";"30.76";"0.02"
"Heritage Farm Museum";"Jun 1, 2026, 06:00:00";"3";"3.45";"0.13";"30.93";"0.02"
"Heritage Farm Museum";"Jun 1, 2026, 05:00:00";"3";"3.96";"0.15";"32.15";"0.01"
"Heritage Farm Museum";"Jun 1, 2026, 04:00:00";"4";"4.78";"0.17";"32.89";"0.02"
"Heritage Farm Museum";"Jun 1, 2026, 03:00:00";"4";"4.98";"0.18";"31.83";"0.02"
"Heritage Farm Museum";"Jun 1, 2026, 02:00:00";"4";"4.26";"0.22";"30.78";"0"
"Heritage Farm Museum";"Jun 1, 2026, 01:00:00";"5";"5.06";"0.24";"29.14";"0.06"
"Heritage Farm Museum";"Jun 1, 2026, 00:00:00";"5";"5.53";"0.26";"29.39";"0.04"
"Heritage Farm Museum";"May 31, 2026, 23:00:00";"5";"5.67";"0.27";"29.23";"0.06"
"Heritage Farm Museum";"May 31, 2026, 22:00:00";"5";"5.44";"0.27";"29.86";"0.03"
"Heritage Farm Museum";"May 31, 2026, 21:00:00";"3";"2.53";"0.23";"26.92";"0.04"
"Heritage Farm Museum";"May 31, 2026, 20:00:00";"3";"0.44";"0.24";"21.21";"0.02"
"Heritage Farm Museum";"May 31, 2026, 19:00:00";"2";"0.14";"0.22";"19.37";"0.03"
"Heritage Farm Museum";"May 31, 2026, 18:00:00";"2";"0";"0.2";"20.82";"0.11"
"Heritage Farm Museum";"May 31, 2026, 17:00:00";"2";"0";"0.2";"23.32";"0.05"
"Heritage Farm Museum";"May 31, 2026, 16:00:00";"2";"0";"0.19";"24.95";"0.1"
"Heritage Farm Museum";"May 31, 2026, 15:00:00";"2";"0";"0.2";"26.66";"0.26"
"Heritage Farm Museum";"May 31, 2026, 14:00:00";"2";"0";"0.19";"24.12";"0.11"
"Heritage Farm Museum";"May 31, 2026, 13:00:00";"2";"0";"0.19";"23.6";"0.04"
"Heritage Farm Museum";"May 31, 2026, 12:00:00";"2";"0";"0.15";"28.12";"0.6"
"Heritage Farm Museum";"May 31, 2026, 11:00:00";"2";"0";"0.15";"29.25";"0.11"
"Heritage Farm Museum";"May 31, 2026, 10:00:00";"2";"0";"0.15";"28.9";"0.09"
"Heritage Farm Museum";"May 31, 2026, 09:00:00";"2";"1.26";"0.13";"27.72";"0.06"
"Heritage Farm Museum";"May 31, 2026, 08:00:00";"2";"2.99";"0.1";"25.83";"0.02"
"Heritage Farm Museum";"May 31, 2026, 07:00:00";"2";"2.57";"0.07";"22.14";"0.02"
"Heritage Farm Museum";"May 31, 2026, 06:00:00";"2";"2.9";"0.09";"22.4";"0.02"
"Heritage Farm Museum";"May 31, 2026, 05:00:00";"2";"2.87";"0.09";"22.38";"0.01"
"Heritage Farm Museum";"May 31, 2026, 04:00:00";"3";"3.2";"0.1";"22.08";"0.02"
"Heritage Farm Museum";"May 31, 2026, 03:00:00";"3";"3.08";"0.11";"22.07";"0.02"
"Heritage Farm Museum";"May 31, 2026, 02:00:00";"3";"3.82";"0.13";"22.56";"0.04"
"Heritage Farm Museum";"May 31, 2026, 01:00:00";"4";"4.74";"0.16";"22.15";"0.02"
"Heritage Farm Museum";"May 31, 2026, 00:00:00";"4";"4.29";"0.16";"21.83";"0.04"
"Heritage Farm Museum";"May 30, 2026, 23:00:00";"3";"3.72";"0.17";"22.39";"0.03"
"Heritage Farm Museum";"May 30, 2026, 22:00:00";"3";"2.92";"0.18";"23.66";"0.02"
"Heritage Farm Museum";"May 30, 2026, 21:00:00";"3";"0";"0";"0";"0.03"
"Heritage Farm Museum";"May 30, 2026, 20:00:00";"3";"0.21";"0.2";"22.87";"0.06"
"Heritage Farm Museum";"May 30, 2026, 19:00:00";"3";"0";"0.21";"19.29";"0.06"
"Heritage Farm Museum";"May 30, 2026, 18:00:00";"3";"0";"0.22";"18.72";"0.07"
"Heritage Farm Museum";"May 30, 2026, 17:00:00";"3";"0";"0.23";"20.88";"0.1"
"Heritage Farm Museum";"May 30, 2026, 16:00:00";"2";"0";"0.23";"20.57";"0.08"
"Heritage Farm Museum";"May 30, 2026, 15:00:00";"2";"0.98";"0.22";"20.92";"0.06"
"Heritage Farm Museum";"May 30, 2026, 14:00:00";"2";"0";"0.21";"20.43";"0.07"
"Heritage Farm Museum";"May 30, 2026, 13:00:00";"2";"0";"0.2";"20.79";"0.13"
"Heritage Farm Museum";"May 30, 2026, 12:00:00";"2";"0.38";"0.18";"24.92";"0.08"
"Heritage Farm Museum";"May 30, 2026, 11:00:00";"2";"0";"0.17";"27.06";"0.15"
"Heritage Farm Museum";"May 30, 2026, 10:00:00";"2";"0.04";"0.18";"27.54";"0.1"
"Heritage Farm Museum";"May 30, 2026, 09:00:00";"3";"0.05";"0.19";"28.25";"0.14"
"Heritage Farm Museum";"May 30, 2026, 08:00:00";"3";"0";"0.21";"30.15";"0.18"
"Heritage Farm Museum";"May 30, 2026, 07:00:00";"3";"1.74";"0.21";"31.98";"0.07"
"Heritage Farm Museum";"May 30, 2026, 06:00:00";"5";"5.55";"0.2";"31.53";"0.08"
"Heritage Farm Museum";"May 30, 2026, 05:00:00";"3";"2.11";"0.2";"32.07";"0.03"
"Heritage Farm Museum";"May 30, 2026, 04:00:00";"3";"1.1";"0.2";"32.46";"0.04"
"Heritage Farm Museum";"May 30, 2026, 03:00:00";"3";"0";"0.2";"32.54";"0.06"
"Heritage Farm Museum";"May 30, 2026, 02:00:00";"3";"3.27";"0.23";"33.33";"0.09"
"Heritage Farm Museum";"May 30, 2026, 01:00:00";"3";"1.83";"0.24";"33.93";"0"
"Heritage Farm Museum";"May 30, 2026, 00:00:00";"3";"3.17";"0.26";"38.73";"0"
"Heritage Farm Museum";"May 29, 2026, 23:00:00";"3";"2.98";"0.28";"36.19";"0.04"
"Heritage Farm Museum";"May 29, 2026, 22:00:00";"4";"4.64";"0.29";"33.82";"0.05"
"Heritage Farm Museum";"May 29, 2026, 21:00:00";"3";"1.86";"0.29";"31.03";"0"
"Heritage Farm Museum";"May 29, 2026, 20:00:00";"3";"0";"0.27";"29.93";"0.11"
"Heritage Farm Museum";"May 29, 2026, 19:00:00";"3";"0";"0.27";"30.5";"0.05"
"Heritage Farm Museum";"May 29, 2026, 18:00:00";"3";"0";"0.26";"29.23";"0.06"
"Heritage Farm Museum";"May 29, 2026, 17:00:00";"3";"0";"0.25";"29.07";"0.09"
"Heritage Farm Museum";"May 29, 2026, 16:00:00";"2";"0";"0.23";"27.37";"0.08"
"Heritage Farm Museum";"May 29, 2026, 15:00:00";"2";"0";"0.22";"28.75";"0.06"
"Heritage Farm Museum";"May 29, 2026, 14:00:00";"2";"0";"0.22";"29.41";"0.04"
"Heritage Farm Museum";"May 29, 2026, 13:00:00";"2";"0";"0.2";"26.66";"0.06"
"Heritage Farm Museum";"May 29, 2026, 12:00:00";"2";"0";"0.18";"31.43";"0.04"
"Heritage Farm Museum";"May 29, 2026, 11:00:00";"2";"0";"0.17";"34";"0.04"
"Heritage Farm Museum";"May 29, 2026, 10:00:00";"2";"0.24";"0.18";"34.62";"0.06"
"Heritage Farm Museum";"May 29, 2026, 09:00:00";"2";"1.6";"0.16";"31.76";"0.02"
"Heritage Farm Museum";"May 29, 2026, 08:00:00";"2";"2.99";"0.14";"29.98";"0.02"
"Heritage Farm Museum";"May 29, 2026, 07:00:00";"2";"2.96";"0.1";"27.89";"0.7"
"Heritage Farm Museum";"May 29, 2026, 06:00:00";"2";"2.93";"0.09";"28.23";"0.9"
"Heritage Farm Museum";"May 29, 2026, 05:00:00";"2";"2.99";"0.1";"27.57";"0.78"
"Heritage Farm Museum";"May 29, 2026, 04:00:00";"2";"2.85";"0.11";"26.93";"0.82"
"Heritage Farm Museum";"May 29, 2026, 03:00:00";"2";"2.87";"0.12";"26.27";"0.87"
"Heritage Farm Museum";"May 29, 2026, 02:00:00";"3";"3.08";"0.14";"24.67";"0.89"
"Heritage Farm Museum";"May 29, 2026, 01:00:00";"5";"2.96";"0.17";"25.81";"0.86"
"Heritage Farm Museum";"May 29, 2026, 00:00:00";"4";"2.56";"0.19";"24.43";"0.84"
"Heritage Farm Museum";"May 28, 2026, 23:00:00";"4";"2.8";"0.21";"25.07";"0.96"
"Heritage Farm Museum";"May 28, 2026, 22:00:00";"4";"3.08";"0.23";"24.35";"0.72"
"Heritage Farm Museum";"May 28, 2026, 21:00:00";"4";"1.76";"0.23";"17.87";"0.67"
"Heritage Farm Museum";"May 28, 2026, 20:00:00";"4";"0";"0.23";"10.2";"0.12"
"Heritage Farm Museum";"May 28, 2026, 19:00:00";"4";"0";"0.23";"10.12";"0.21"
"Heritage Farm Museum";"May 28, 2026, 18:00:00";"4";"0";"0.24";"12.09";"0.25"
"Heritage Farm Museum";"May 28, 2026, 17:00:00";"4";"0";"0.23";"9.2";"0.71"
"Heritage Farm Museum";"May 28, 2026, 16:00:00";"4";"0";"0.22";"17.27";"0.32"
"Heritage Farm Museum";"May 28, 2026, 15:00:00";"5";"0";"0.22";"19.05";"0.61"
"Heritage Farm Museum";"May 28, 2026, 14:00:00";"5";"0";"0.21";"20.96";"0.29"
"Heritage Farm Museum";"May 28, 2026, 13:00:00";"5";"0";"0.22";"25.19";"0.47"
"Heritage Farm Museum";"May 28, 2026, 12:00:00";"5";"0";"0.2";"30.24";"0.93"
"Heritage Farm Museum";"May 28, 2026, 11:00:00";"4";"0";"0.19";"35.72";"0.71"
"Heritage Farm Museum";"May 28, 2026, 10:00:00";"4";"0";"0.2";"42.35";"0.56"
"Heritage Farm Museum";"May 28, 2026, 09:00:00";"5";"0";"0.23";"59.67";"0.27"
"Heritage Farm Museum";"May 28, 2026, 08:00:00";"5";"0";"0.23";"80.91";"0.55"
"Heritage Farm Museum";"May 28, 2026, 07:00:00";"5";"0";"0.25";"99.31";"0.39"
"Heritage Farm Museum";"May 28, 2026, 06:00:00";"6";"0";"0.23";"112.14";"1.08"
"Heritage Farm Museum";"May 28, 2026, 05:00:00";"6";"0";"0.22";"119.27";"2.54"
"Heritage Farm Museum";"May 28, 2026, 04:00:00";"6";"0";"0.21";"128.27";"1.44"
"Heritage Farm Museum";"May 28, 2026, 03:00:00";"5";"0";"0.21";"128.41";"1.78"
"Heritage Farm Museum";"May 28, 2026, 02:00:00";"5";"0";"0.2";"124.92";"1.23"
"Heritage Farm Museum";"May 28, 2026, 01:00:00";"5";"0";"0.2";"126.89";"1.19"
"Heritage Farm Museum";"May 28, 2026, 00:00:00";"6";"0";"0.23";"150.11";"0.76"
"Heritage Farm Museum";"May 27, 2026, 23:00:00";"7";"0";"0.25";"155.4";"1.63"
"Heritage Farm Museum";"May 27, 2026, 22:00:00";"8";"0.04";"0.26";"139.81";"1.29"
"Heritage Farm Museum";"May 27, 2026, 21:00:00";"10";"0";"0.28";"138.59";"0.47"
"Heritage Farm Museum";"May 27, 2026, 20:00:00";"11";"0";"0.28";"124.75";"1.42"
"Heritage Farm Museum";"May 27, 2026, 19:00:00";"12";"0";"0.26";"101.41";"0.85"
"Heritage Farm Museum";"May 27, 2026, 18:00:00";"13";"0";"0.26";"97.73";"0.94"
"Heritage Farm Museum";"May 27, 2026, 17:00:00";"13";"0";"0.26";"129.45";"0"
"Heritage Farm Museum";"May 27, 2026, 16:00:00";"13";"0";"0.26";"133.59";"0"
"Heritage Farm Museum";"May 27, 2026, 15:00:00";"13";"0";"0.24";"130.21";"0"
"Heritage Farm Museum";"May 27, 2026, 14:00:00";"14";"0";"0.25";"141.85";"0.14"
"Heritage Farm Museum";"May 27, 2026, 13:00:00";"15";"0";"0.22";"140.96";"0.26"
"Heritage Farm Museum";"May 27, 2026, 12:00:00";"17";"0";"0.24";"144.18";"0.38"
"Heritage Farm Museum";"May 27, 2026, 11:00:00";"19";"0";"0.27";"176.99";"0"
"Heritage Farm Museum";"May 27, 2026, 10:00:00";"23";"0";"0.29";"189.17";"0"
"Heritage Farm Museum";"May 27, 2026, 09:00:00";"26";"0";"0.28";"195.31";"0"
"Heritage Farm Museum";"May 27, 2026, 08:00:00";"27";"0";"0.29";"200.76";"3.13"
"Heritage Farm Museum";"May 27, 2026, 07:00:00";"28";"0";"0.26";"190.19";"2.25"
"Heritage Farm Museum";"May 27, 2026, 06:00:00";"29";"0";"0.25";"183.63";"1.98"
"Heritage Farm Museum";"May 27, 2026, 05:00:00";"30";"0";"0.25";"183.61";"0.57"
"Heritage Farm Museum";"May 27, 2026, 04:00:00";"31";"0";"0.29";"165.95";"0.8"
"Heritage Farm Museum";"May 27, 2026, 03:00:00";"32";"0";"0.3";"161.31";"0.14"
"Heritage Farm Museum";"May 27, 2026, 02:00:00";"34";"0";"0.27";"165.29";"1.06"
"Heritage Farm Museum";"May 27, 2026, 01:00:00";"35";"0.31";"0.26";"167.54";"5.87"
"Heritage Farm Museum";"May 27, 2026, 00:00:00";"36";"0.46";"0.29";"166.43";"6.32"
"Heritage Farm Museum";"May 26, 2026, 23:00:00";"36";"2.36";"0.32";"163.57";"6.22"
"Heritage Farm Museum";"May 26, 2026, 22:00:00";"37";"1.07";"0.33";"149.83";"6.39"
"Heritage Farm Museum";"May 26, 2026, 21:00:00";"38";"0";"0.33";"147.84";"6.78"
"Heritage Farm Museum";"May 26, 2026, 20:00:00";"38";"0";"0.32";"149.75";"5.3"
"Heritage Farm Museum";"May 26, 2026, 19:00:00";"37";"0";"0.31";"138.12";"4.18"
"Heritage Farm Museum";"May 26, 2026, 18:00:00";"37";"0";"0.29";"131.31";"3.42"
"Heritage Farm Museum";"May 26, 2026, 17:00:00";"37";"0";"0.28";"126.9";"3.44"
"Heritage Farm Museum";"May 26, 2026, 16:00:00";"37";"0";"0.29";"142.08";"3.66"
"Heritage Farm Museum";"May 26, 2026, 15:00:00";"36";"0";"0.3";"150.75";"5.23"
"Heritage Farm Museum";"May 26, 2026, 14:00:00";"36";"0";"0.32";"160.7";"7.11"
"Heritage Farm Museum";"May 26, 2026, 13:00:00";"36";"0.03";"0.31";"168.76";"7.74"
"Heritage Farm Museum";"May 26, 2026, 12:00:00";"35";"0.2";"0.29";"168.25";"13.9"
"Heritage Farm Museum";"May 26, 2026, 11:00:00";"33";"0";"0.29";"191.26";"25.1"
"Heritage Farm Museum";"May 26, 2026, 10:00:00";"29";"0";"0.32";"197.18";"22.55"
"Heritage Farm Museum";"May 26, 2026, 09:00:00";"26";"0.04";"0.41";"175.22";"11.29"
"Heritage Farm Museum";"May 26, 2026, 08:00:00";"24";"0";"0.49";"157.57";"5.98"
"Heritage Farm Museum";"May 26, 2026, 07:00:00";"24";"0";"0.39";"142.04";"7.1"
