sep=;
"Location";"Date";"AQI";"NO2 (ppb)";"CO (ppm)";"VOCs (ppb)";"PM2.5 (µg/m³)"
"Heritage Farm Museum";"Apr 25, 2026, 23:00:00";"31";"5.68";"0.28";"19.47";"9.78"
"Heritage Farm Museum";"Apr 25, 2026, 22:00:00";"30";"5.41";"0.28";"20.68";"7.7"
"Heritage Farm Museum";"Apr 25, 2026, 21:00:00";"30";"5.3";"0.28";"22.25";"8.7"
"Heritage Farm Museum";"Apr 25, 2026, 20:00:00";"29";"5.69";"0.28";"24.57";"8.95"
"Heritage Farm Museum";"Apr 25, 2026, 19:00:00";"28";"5.92";"0.3";"32.81";"9.37"
"Heritage Farm Museum";"Apr 25, 2026, 18:00:00";"27";"5.56";"0.31";"42.96";"9.2"
"Heritage Farm Museum";"Apr 25, 2026, 17:00:00";"26";"4.31";"0.31";"45.28";"7.5"
"Heritage Farm Museum";"Apr 25, 2026, 16:00:00";"26";"2.76";"0.33";"47.05";"6.93"
"Heritage Farm Museum";"Apr 25, 2026, 15:00:00";"26";"2.36";"0.34";"50.73";"8.01"
"Heritage Farm Museum";"Apr 25, 2026, 14:00:00";"26";"2.55";"0.35";"54.38";"9.02"
"Heritage Farm Museum";"Apr 25, 2026, 13:00:00";"25";"3.54";"0.35";"54.6";"8.59"
"Heritage Farm Museum";"Apr 25, 2026, 12:00:00";"24";"4.68";"0.35";"53.65";"8.28"
"Heritage Farm Museum";"Apr 25, 2026, 11:00:00";"24";"4.93";"0.33";"51.36";"8.67"
"Heritage Farm Museum";"Apr 25, 2026, 10:00:00";"23";"5.87";"0.31";"48.29";"8.11"
"Heritage Farm Museum";"Apr 25, 2026, 09:00:00";"22";"4.87";"0.31";"47.37";"7.1"
"Heritage Farm Museum";"Apr 25, 2026, 08:00:00";"22";"4.85";"0.3";"43.84";"6.9"
"Heritage Farm Museum";"Apr 25, 2026, 07:00:00";"21";"3.88";"0.29";"42.02";"6.35"
"Heritage Farm Museum";"Apr 25, 2026, 06:00:00";"21";"4.12";"0.31";"43.01";"5.31"
"Heritage Farm Museum";"Apr 25, 2026, 05:00:00";"21";"4.92";"0.32";"46.09";"5.54"
"Heritage Farm Museum";"Apr 25, 2026, 04:00:00";"20";"5.9";"0.35";"46.95";"4.28"
"Heritage Farm Museum";"Apr 25, 2026, 03:00:00";"20";"5.89";"0.36";"48.03";"4.01"
"Heritage Farm Museum";"Apr 25, 2026, 02:00:00";"20";"5.92";"0.4";"51.22";"5.95"
"Heritage Farm Museum";"Apr 25, 2026, 01:00:00";"20";"5.91";"0.41";"50.59";"6.49"
"Heritage Farm Museum";"Apr 25, 2026, 00:00:00";"19";"5.95";"0.4";"50.34";"5.6"
"Heritage Farm Museum";"Apr 24, 2026, 23:00:00";"19";"5.78";"0.43";"51.97";"4.69"
"Heritage Farm Museum";"Apr 24, 2026, 22:00:00";"19";"5.05";"0.46";"52.64";"4.87"
"Heritage Farm Museum";"Apr 24, 2026, 21:00:00";"19";"4.71";"0.45";"50.21";"4.13"
"Heritage Farm Museum";"Apr 24, 2026, 20:00:00";"19";"5.33";"0.45";"47.55";"4.12"
"Heritage Farm Museum";"Apr 24, 2026, 19:00:00";"19";"3.29";"0.43";"39.61";"4.05"
"Heritage Farm Museum";"Apr 24, 2026, 18:00:00";"18";"1.86";"0.44";"40.11";"4.65"
"Heritage Farm Museum";"Apr 24, 2026, 17:00:00";"18";"0.99";"0.46";"41.64";"5.73"
"Heritage Farm Museum";"Apr 24, 2026, 16:00:00";"18";"1.51";"0.39";"35.73";"6.03"
"Heritage Farm Museum";"Apr 24, 2026, 15:00:00";"17";"0";"0.38";"40.61";"6.29"
"Heritage Farm Museum";"Apr 24, 2026, 14:00:00";"17";"0";"0.39";"46.27";"5.33"
"Heritage Farm Museum";"Apr 24, 2026, 13:00:00";"17";"0";"0.41";"49.61";"4.69"
"Heritage Farm Museum";"Apr 24, 2026, 12:00:00";"17";"0.23";"0.4";"49.14";"5.48"
"Heritage Farm Museum";"Apr 24, 2026, 11:00:00";"17";"0.63";"0.4";"53.48";"4.08"
"Heritage Farm Museum";"Apr 24, 2026, 10:00:00";"17";"3.31";"0.42";"60.99";"3.62"
"Heritage Farm Museum";"Apr 24, 2026, 09:00:00";"16";"6.69";"0.44";"60.73";"2.86"
"Heritage Farm Museum";"Apr 24, 2026, 08:00:00";"16";"2.63";"0.36";"52.32";"4.11"
"Heritage Farm Museum";"Apr 24, 2026, 07:00:00";"16";"2.74";"0.34";"49.23";"5.02"
"Heritage Farm Museum";"Apr 24, 2026, 06:00:00";"16";"3.4";"0.33";"48.36";"3.72"
"Heritage Farm Museum";"Apr 24, 2026, 05:00:00";"17";"3.48";"0.34";"47.72";"3.05"
"Heritage Farm Museum";"Apr 24, 2026, 04:00:00";"17";"5.77";"0.36";"48.62";"2.99"
"Heritage Farm Museum";"Apr 24, 2026, 03:00:00";"17";"7.91";"0.43";"50.72";"4.25"
"Heritage Farm Museum";"Apr 24, 2026, 02:00:00";"17";"13.59";"0.52";"53.3";"4.93"
"Heritage Farm Museum";"Apr 24, 2026, 01:00:00";"17";"8.37";"0.48";"51.23";"4.09"
"Heritage Farm Museum";"Apr 24, 2026, 00:00:00";"17";"5.41";"0.46";"50.26";"3.61"
"Heritage Farm Museum";"Apr 23, 2026, 23:00:00";"17";"5.46";"0.47";"45.69";"3.48"
"Heritage Farm Museum";"Apr 23, 2026, 22:00:00";"17";"4.31";"0.45";"44.12";"3.64"
"Heritage Farm Museum";"Apr 23, 2026, 21:00:00";"17";"2.61";"0.45";"39.45";"4.36"
"Heritage Farm Museum";"Apr 23, 2026, 20:00:00";"17";"0.76";"0.44";"32.93";"3.78"
"Heritage Farm Museum";"Apr 23, 2026, 19:00:00";"17";"0.25";"0.39";"28.58";"2.87"
"Heritage Farm Museum";"Apr 23, 2026, 18:00:00";"17";"0";"0.39";"30.79";"2.8"
"Heritage Farm Museum";"Apr 23, 2026, 17:00:00";"17";"0";"0.38";"32.65";"3.52"
"Heritage Farm Museum";"Apr 23, 2026, 16:00:00";"17";"0";"0.39";"34.83";"3.56"
"Heritage Farm Museum";"Apr 23, 2026, 15:00:00";"17";"0";"0.37";"37.49";"4.42"
"Heritage Farm Museum";"Apr 23, 2026, 14:00:00";"17";"0";"0.39";"40.46";"4.57"
"Heritage Farm Museum";"Apr 23, 2026, 13:00:00";"17";"0";"0.4";"43.34";"4.53"
"Heritage Farm Museum";"Apr 23, 2026, 12:00:00";"17";"0.39";"0.38";"46.69";"4.71"
"Heritage Farm Museum";"Apr 23, 2026, 11:00:00";"17";"1.1";"0.37";"50.51";"3.72"
"Heritage Farm Museum";"Apr 23, 2026, 10:00:00";"17";"4.15";"0.41";"55.29";"3.28"
"Heritage Farm Museum";"Apr 23, 2026, 09:00:00";"18";"8.39";"0.41";"53.23";"2.91"
"Heritage Farm Museum";"Apr 23, 2026, 08:00:00";"18";"9.38";"0.36";"39.73";"3.58"
"Heritage Farm Museum";"Apr 23, 2026, 07:00:00";"18";"6.7";"0.32";"37.85";"4.79"
"Heritage Farm Museum";"Apr 23, 2026, 06:00:00";"17";"5.04";"0.31";"38.44";"5.21"
"Heritage Farm Museum";"Apr 23, 2026, 05:00:00";"17";"5.16";"0.32";"37.97";"4.94"
"Heritage Farm Museum";"Apr 23, 2026, 04:00:00";"17";"4.62";"0.33";"36.49";"4.57"
"Heritage Farm Museum";"Apr 23, 2026, 03:00:00";"16";"5.62";"0.34";"36.11";"3.74"
"Heritage Farm Museum";"Apr 23, 2026, 02:00:00";"16";"5.15";"0.35";"36.25";"3.68"
"Heritage Farm Museum";"Apr 23, 2026, 01:00:00";"16";"6.58";"0.35";"35.29";"3.78"
"Heritage Farm Museum";"Apr 23, 2026, 00:00:00";"16";"5.53";"0.37";"34.24";"3.78"
"Heritage Farm Museum";"Apr 22, 2026, 23:00:00";"15";"4.83";"0.38";"34.05";"3.59"
"Heritage Farm Museum";"Apr 22, 2026, 22:00:00";"15";"3.85";"0.37";"35.11";"3.91"
"Heritage Farm Museum";"Apr 22, 2026, 21:00:00";"15";"3.55";"0.37";"33.36";"4.14"
"Heritage Farm Museum";"Apr 22, 2026, 20:00:00";"15";"3.44";"0.37";"29.23";"4.2"
"Heritage Farm Museum";"Apr 22, 2026, 19:00:00";"14";"2.05";"0.35";"26.54";"3.6"
"Heritage Farm Museum";"Apr 22, 2026, 18:00:00";"14";"0.01";"0.37";"28.85";"3.84"
"Heritage Farm Museum";"Apr 22, 2026, 17:00:00";"14";"0.21";"0.37";"28.91";"4.13"
"Heritage Farm Museum";"Apr 22, 2026, 16:00:00";"14";"0.12";"0.36";"30.46";"4.16"
"Heritage Farm Museum";"Apr 22, 2026, 15:00:00";"14";"1.04";"0.4";"34.32";"4.19"
"Heritage Farm Museum";"Apr 22, 2026, 14:00:00";"13";"7.57";"0.44";"37.62";"4.9"
"Heritage Farm Museum";"Apr 22, 2026, 13:00:00";"13";"8.54";"0.45";"40.54";"4.52"
"Heritage Farm Museum";"Apr 22, 2026, 12:00:00";"14";"13.63";"0.48";"36.91";"4.15"
"Heritage Farm Museum";"Apr 22, 2026, 11:00:00";"13";"12.73";"0.39";"32.78";"3.97"
"Heritage Farm Museum";"Apr 22, 2026, 10:00:00";"13";"13.2";"0.36";"28.85";"4.26"
"Heritage Farm Museum";"Apr 22, 2026, 09:00:00";"13";"12.97";"0.35";"26.65";"3.54"
"Heritage Farm Museum";"Apr 22, 2026, 08:00:00";"13";"11.8";"0.33";"24.84";"3.19"
"Heritage Farm Museum";"Apr 22, 2026, 07:00:00";"13";"9.17";"0.31";"24.08";"2.9"
"Heritage Farm Museum";"Apr 22, 2026, 06:00:00";"13";"7.26";"0.3";"23.79";"3.06"
"Heritage Farm Museum";"Apr 22, 2026, 05:00:00";"13";"6.39";"0.28";"23.41";"2.97"
"Heritage Farm Museum";"Apr 22, 2026, 04:00:00";"13";"6.83";"0.29";"23.75";"2.98"
"Heritage Farm Museum";"Apr 22, 2026, 03:00:00";"14";"7.35";"0.29";"23.96";"2.13"
"Heritage Farm Museum";"Apr 22, 2026, 02:00:00";"14";"8.2";"0.28";"22.75";"2.32"
"Heritage Farm Museum";"Apr 22, 2026, 01:00:00";"14";"8.25";"0.29";"22.1";"2.44"
"Heritage Farm Museum";"Apr 22, 2026, 00:00:00";"14";"8.58";"0.3";"22.11";"2.69"
"Heritage Farm Museum";"Apr 21, 2026, 23:00:00";"14";"8.38";"0.3";"22.29";"2.9"
"Heritage Farm Museum";"Apr 21, 2026, 22:00:00";"14";"7.89";"0.31";"22.6";"2.84"
"Heritage Farm Museum";"Apr 21, 2026, 21:00:00";"13";"6.4";"0.32";"22.72";"2.4"
"Heritage Farm Museum";"Apr 21, 2026, 20:00:00";"13";"5.37";"0.31";"23.62";"2.48"
"Heritage Farm Museum";"Apr 21, 2026, 19:00:00";"13";"3.47";"0.31";"24.77";"2.28"
"Heritage Farm Museum";"Apr 21, 2026, 18:00:00";"13";"1.59";"0.32";"27.25";"2.48"
"Heritage Farm Museum";"Apr 21, 2026, 17:00:00";"13";"2.02";"0.32";"27.66";"2.78"
"Heritage Farm Museum";"Apr 21, 2026, 16:00:00";"13";"0.99";"0.31";"27.02";"3.11"
"Heritage Farm Museum";"Apr 21, 2026, 15:00:00";"13";"1.38";"0.31";"26.8";"3.5"
"Heritage Farm Museum";"Apr 21, 2026, 14:00:00";"12";"1.2";"0.31";"26.75";"3.33"
"Heritage Farm Museum";"Apr 21, 2026, 13:00:00";"12";"3.29";"0.31";"25.82";"3.44"
"Heritage Farm Museum";"Apr 21, 2026, 12:00:00";"12";"4.44";"0.28";"23.26";"3.21"
"Heritage Farm Museum";"Apr 21, 2026, 11:00:00";"12";"4.77";"0.3";"24.04";"3.33"
"Heritage Farm Museum";"Apr 21, 2026, 10:00:00";"12";"6.25";"0.32";"25.8";"3.06"
"Heritage Farm Museum";"Apr 21, 2026, 09:00:00";"12";"10.73";"0.37";"24.71";"3.45"
"Heritage Farm Museum";"Apr 21, 2026, 08:00:00";"12";"0";"0";"0";"4.34"
"Heritage Farm Museum";"Apr 21, 2026, 07:00:00";"12";"11.65";"0.18";"22.85";"4.8"
"Heritage Farm Museum";"Apr 21, 2026, 06:00:00";"12";"11.96";"0.11";"21.49";"4.29"
"Heritage Farm Museum";"Apr 21, 2026, 05:00:00";"11";"8.26";"0.04";"19.66";"3.9"
"Heritage Farm Museum";"Apr 21, 2026, 04:00:00";"11";"8.1";"0.03";"18.59";"3.81"
"Heritage Farm Museum";"Apr 21, 2026, 03:00:00";"10";"7.51";"0.03";"17.48";"2.72"
"Heritage Farm Museum";"Apr 21, 2026, 02:00:00";"10";"9.11";"0.07";"17.47";"3.12"
"Heritage Farm Museum";"Apr 21, 2026, 01:00:00";"11";"10.73";"0.09";"17.39";"2.81"
"Heritage Farm Museum";"Apr 21, 2026, 00:00:00";"10";"9.53";"0.07";"16.53";"2.02"
"Heritage Farm Museum";"Apr 20, 2026, 23:00:00";"10";"7.93";"0.07";"16.82";"1.86"
"Heritage Farm Museum";"Apr 20, 2026, 22:00:00";"10";"7.45";"0.09";"17.22";"2.2"
"Heritage Farm Museum";"Apr 20, 2026, 21:00:00";"10";"6.58";"0.12";"16.77";"2"
"Heritage Farm Museum";"Apr 20, 2026, 20:00:00";"10";"5.4";"0.14";"17.44";"1.99"
"Heritage Farm Museum";"Apr 20, 2026, 19:00:00";"10";"3.75";"0.17";"18.68";"1.88"
"Heritage Farm Museum";"Apr 20, 2026, 18:00:00";"11";"2.36";"0.2";"20.42";"1.64"
"Heritage Farm Museum";"Apr 20, 2026, 17:00:00";"11";"1.39";"0.22";"21.82";"1.74"
"Heritage Farm Museum";"Apr 20, 2026, 16:00:00";"11";"2.02";"0.21";"22.35";"1.61"
"Heritage Farm Museum";"Apr 20, 2026, 15:00:00";"11";"1.38";"0.22";"24.28";"1.76"
"Heritage Farm Museum";"Apr 20, 2026, 14:00:00";"11";"4.48";"0.33";"25.81";"3.44"
"Heritage Farm Museum";"Apr 20, 2026, 13:00:00";"11";"5.12";"0.27";"26.18";"3.85"
"Heritage Farm Museum";"Apr 20, 2026, 12:00:00";"10";"6.65";"0.19";"27.33";"2.35"
"Heritage Farm Museum";"Apr 20, 2026, 11:00:00";"10";"6.59";"0.13";"24.47";"3.38"
"Heritage Farm Museum";"Apr 20, 2026, 10:00:00";"10";"4.98";"0.18";"25.84";"2.67"
"Heritage Farm Museum";"Apr 20, 2026, 09:00:00";"10";"6.92";"0.16";"25.36";"2.77"
"Heritage Farm Museum";"Apr 20, 2026, 08:00:00";"10";"8.72";"0.16";"25.29";"2.49"
"Heritage Farm Museum";"Apr 20, 2026, 07:00:00";"10";"5.9";"0.14";"25.24";"1.9"
"Heritage Farm Museum";"Apr 20, 2026, 06:00:00";"10";"5.24";"0.14";"25.56";"1.84"
"Heritage Farm Museum";"Apr 20, 2026, 05:00:00";"11";"5.34";"0.15";"26.64";"1.85"
"Heritage Farm Museum";"Apr 20, 2026, 04:00:00";"12";"4.61";"0.13";"27.92";"2.28"
"Heritage Farm Museum";"Apr 20, 2026, 03:00:00";"14";"7.46";"0.17";"28.22";"2.66"
"Heritage Farm Museum";"Apr 20, 2026, 02:00:00";"15";"6.9";"0.09";"25.79";"3.01"
"Heritage Farm Museum";"Apr 20, 2026, 01:00:00";"16";"6.13";"0.04";"22.97";"2.45"
"Heritage Farm Museum";"Apr 20, 2026, 00:00:00";"16";"6.18";"0.05";"22.72";"2.8"
"Heritage Farm Museum";"Apr 19, 2026, 23:00:00";"17";"6.58";"0.09";"22.99";"2.42"
"Heritage Farm Museum";"Apr 19, 2026, 22:00:00";"18";"5.45";"0.08";"22.8";"2.06"
"Heritage Farm Museum";"Apr 19, 2026, 21:00:00";"18";"4.16";"0.1";"22.87";"2.45"
"Heritage Farm Museum";"Apr 19, 2026, 20:00:00";"19";"2.85";"0.12";"22.64";"2.14"
"Heritage Farm Museum";"Apr 19, 2026, 19:00:00";"19";"1.09";"0.14";"24.18";"2.07"
"Heritage Farm Museum";"Apr 19, 2026, 18:00:00";"20";"0.01";"0.17";"26.79";"2.15"
"Heritage Farm Museum";"Apr 19, 2026, 17:00:00";"21";"0.1";"0.18";"29.71";"2.19"
"Heritage Farm Museum";"Apr 19, 2026, 16:00:00";"21";"0.06";"0.18";"32.09";"2.79"
"Heritage Farm Museum";"Apr 19, 2026, 15:00:00";"21";"0.64";"0.18";"36.31";"2.49"
"Heritage Farm Museum";"Apr 19, 2026, 14:00:00";"21";"2.45";"0.18";"41.22";"1.94"
"Heritage Farm Museum";"Apr 19, 2026, 13:00:00";"22";"2.7";"0.13";"42.17";"1.86"
"Heritage Farm Museum";"Apr 19, 2026, 12:00:00";"22";"3.95";"0.13";"44.87";"2.18"
"Heritage Farm Museum";"Apr 19, 2026, 11:00:00";"22";"4.09";"0.12";"43.31";"2.47"
"Heritage Farm Museum";"Apr 19, 2026, 10:00:00";"22";"3.38";"0.1";"39.92";"2.45"
"Heritage Farm Museum";"Apr 19, 2026, 09:00:00";"22";"2.38";"0.1";"37.35";"2.05"
"Heritage Farm Museum";"Apr 19, 2026, 08:00:00";"22";"1";"0.11";"37.3";"1.13"
"Heritage Farm Museum";"Apr 19, 2026, 07:00:00";"23";"0.42";"0.13";"43.88";"0.74"
"Heritage Farm Museum";"Apr 19, 2026, 06:00:00";"23";"0.47";"0.23";"68.84";"7.08"
"Heritage Farm Museum";"Apr 19, 2026, 05:00:00";"23";"0.46";"0.27";"79.17";"11.98"
"Heritage Farm Museum";"Apr 19, 2026, 04:00:00";"22";"2.06";"0.28";"78.01";"10.75"
"Heritage Farm Museum";"Apr 19, 2026, 03:00:00";"21";"2.77";"0.29";"77.16";"8.88"
"Heritage Farm Museum";"Apr 19, 2026, 02:00:00";"20";"2.24";"0.31";"72.35";"8.43"
"Heritage Farm Museum";"Apr 19, 2026, 01:00:00";"19";"2.28";"0.32";"65.1";"6.32"
"Heritage Farm Museum";"Apr 19, 2026, 00:00:00";"18";"2.72";"0.34";"60.81";"5.88"
"Heritage Farm Museum";"Apr 18, 2026, 23:00:00";"18";"2.43";"0.34";"57.4";"6.16"
"Heritage Farm Museum";"Apr 18, 2026, 22:00:00";"17";"1.16";"0.35";"55.43";"5.66"
"Heritage Farm Museum";"Apr 18, 2026, 21:00:00";"16";"0.82";"0.36";"51.46";"5.58"
"Heritage Farm Museum";"Apr 18, 2026, 20:00:00";"16";"0.07";"0.37";"47.93";"5.36"
"Heritage Farm Museum";"Apr 18, 2026, 19:00:00";"15";"0";"0.38";"48.91";"5.56"
"Heritage Farm Museum";"Apr 18, 2026, 18:00:00";"14";"0";"0.4";"49.38";"5.81"
"Heritage Farm Museum";"Apr 18, 2026, 17:00:00";"14";"0.05";"0.42";"52.38";"6.6"
"Heritage Farm Museum";"Apr 18, 2026, 16:00:00";"13";"0";"0.33";"42.24";"3.15"
"Heritage Farm Museum";"Apr 18, 2026, 15:00:00";"13";"0";"0.35";"48.07";"2.68"
"Heritage Farm Museum";"Apr 18, 2026, 14:00:00";"12";"0";"0.31";"50.91";"3.15"
"Heritage Farm Museum";"Apr 18, 2026, 13:00:00";"12";"0";"0.38";"62.26";"2.67"
"Heritage Farm Museum";"Apr 18, 2026, 12:00:00";"12";"0.13";"0.42";"74.99";"3.38"
"Heritage Farm Museum";"Apr 18, 2026, 11:00:00";"12";"1.72";"0.43";"85.41";"2.94"
"Heritage Farm Museum";"Apr 18, 2026, 10:00:00";"12";"4.53";"0.44";"94.31";"3.62"
"Heritage Farm Museum";"Apr 18, 2026, 09:00:00";"12";"5.5";"0.38";"87.44";"2.68"
"Heritage Farm Museum";"Apr 18, 2026, 08:00:00";"12";"2.47";"0.33";"71.6";"3.49"
"Heritage Farm Museum";"Apr 18, 2026, 07:00:00";"12";"1.74";"0.24";"61.91";"4.62"
"Heritage Farm Museum";"Apr 18, 2026, 06:00:00";"12";"2.78";"0.3";"62.71";"4.64"
"Heritage Farm Museum";"Apr 18, 2026, 05:00:00";"12";"2.47";"0.3";"62.04";"5.02"
"Heritage Farm Museum";"Apr 18, 2026, 04:00:00";"12";"4.42";"0.38";"62.01";"3.88"
"Heritage Farm Museum";"Apr 18, 2026, 03:00:00";"12";"4.93";"0.36";"57.71";"3.7"
"Heritage Farm Museum";"Apr 18, 2026, 02:00:00";"11";"3.46";"0.29";"51.76";"2.82"
"Heritage Farm Museum";"Apr 18, 2026, 01:00:00";"11";"5.19";"0.41";"51.91";"3.52"
"Heritage Farm Museum";"Apr 18, 2026, 00:00:00";"11";"2.54";"0.28";"45.11";"1.79"
"Heritage Farm Museum";"Apr 17, 2026, 23:00:00";"12";"2.68";"0.34";"44.18";"2.2"
"Heritage Farm Museum";"Apr 17, 2026, 22:00:00";"12";"2.15";"0.35";"42.59";"1.75"
"Heritage Farm Museum";"Apr 17, 2026, 21:00:00";"13";"0.08";"0.35";"39.2";"1.83"
"Heritage Farm Museum";"Apr 17, 2026, 20:00:00";"13";"0";"0.35";"31.03";"2.01"
"Heritage Farm Museum";"Apr 17, 2026, 19:00:00";"14";"0";"0.34";"28.33";"1.71"
"Heritage Farm Museum";"Apr 17, 2026, 18:00:00";"15";"0";"0.35";"30.45";"1.77"
"Heritage Farm Museum";"Apr 17, 2026, 17:00:00";"15";"0";"0.35";"30.95";"1.71"
"Heritage Farm Museum";"Apr 17, 2026, 16:00:00";"16";"0";"0.34";"31.93";"1.82"
"Heritage Farm Museum";"Apr 17, 2026, 15:00:00";"17";"0";"0.34";"32.98";"2.14"
"Heritage Farm Museum";"Apr 17, 2026, 14:00:00";"17";"0";"0.32";"32.55";"1.65"
"Heritage Farm Museum";"Apr 17, 2026, 13:00:00";"18";"0";"0.32";"35.1";"2.86"
"Heritage Farm Museum";"Apr 17, 2026, 12:00:00";"18";"0";"0.32";"36.77";"2.85"
"Heritage Farm Museum";"Apr 17, 2026, 11:00:00";"18";"0";"0.32";"41.53";"3.41"
"Heritage Farm Museum";"Apr 17, 2026, 10:00:00";"18";"0.11";"0.33";"48.34";"3.83"
"Heritage Farm Museum";"Apr 17, 2026, 09:00:00";"19";"2.04";"0.35";"54.5";"3.41"
"Heritage Farm Museum";"Apr 17, 2026, 08:00:00";"19";"5.25";"0.35";"58.96";"4.15"
"Heritage Farm Museum";"Apr 17, 2026, 07:00:00";"19";"0.72";"0.3";"61.81";"3.39"
"Heritage Farm Museum";"Apr 17, 2026, 06:00:00";"19";"0.26";"0.31";"59.43";"3.35"
"Heritage Farm Museum";"Apr 17, 2026, 05:00:00";"20";"0.02";"0.33";"55.82";"2.95"
"Heritage Farm Museum";"Apr 17, 2026, 04:00:00";"20";"0";"0.35";"50.03";"2.8"
"Heritage Farm Museum";"Apr 17, 2026, 03:00:00";"20";"0";"0.36";"45.63";"2.87"
"Heritage Farm Museum";"Apr 17, 2026, 02:00:00";"20";"0";"0.38";"39.42";"2.61"
"Heritage Farm Museum";"Apr 17, 2026, 01:00:00";"20";"0";"0.39";"32.5";"3.01"
"Heritage Farm Museum";"Apr 17, 2026, 00:00:00";"21";"0";"0.4";"28.7";"4.69"
"Heritage Farm Museum";"Apr 16, 2026, 23:00:00";"20";"0";"0.4";"26.25";"5.01"
"Heritage Farm Museum";"Apr 16, 2026, 22:00:00";"20";"1.43";"0.42";"25.55";"5.09"
"Heritage Farm Museum";"Apr 16, 2026, 21:00:00";"20";"0.66";"0.44";"26.41";"5.74"
"Heritage Farm Museum";"Apr 16, 2026, 20:00:00";"20";"0.02";"0.44";"27.23";"5.75"
"Heritage Farm Museum";"Apr 16, 2026, 19:00:00";"20";"0";"0.42";"26.23";"5.74"
"Heritage Farm Museum";"Apr 16, 2026, 18:00:00";"20";"0";"0.4";"26.13";"5.04"
"Heritage Farm Museum";"Apr 16, 2026, 17:00:00";"19";"0";"0.42";"29.66";"5.45"
"Heritage Farm Museum";"Apr 16, 2026, 16:00:00";"19";"0";"0.4";"34.33";"4.98"
"Heritage Farm Museum";"Apr 16, 2026, 15:00:00";"19";"0";"0.44";"44.93";"4.91"
"Heritage Farm Museum";"Apr 16, 2026, 14:00:00";"19";"0";"0.44";"48.2";"4.66"
"Heritage Farm Museum";"Apr 16, 2026, 13:00:00";"19";"0";"0.42";"43.1";"4.71"
"Heritage Farm Museum";"Apr 16, 2026, 12:00:00";"19";"0";"0.39";"42.05";"4.21"
"Heritage Farm Museum";"Apr 16, 2026, 11:00:00";"19";"0";"0.43";"45.02";"5.05"
"Heritage Farm Museum";"Apr 16, 2026, 10:00:00";"19";"11.32";"0.56";"62.93";"6.53"
"Heritage Farm Museum";"Apr 16, 2026, 09:00:00";"19";"15.89";"0.53";"75.2";"5.44"
"Heritage Farm Museum";"Apr 16, 2026, 08:00:00";"19";"2.45";"0.37";"62.39";"4.19"
"Heritage Farm Museum";"Apr 16, 2026, 07:00:00";"19";"1.94";"0.34";"52.31";"4.36"
"Heritage Farm Museum";"Apr 16, 2026, 06:00:00";"19";"1.97";"0.34";"45.73";"3.98"
"Heritage Farm Museum";"Apr 16, 2026, 05:00:00";"19";"1.44";"0.34";"44.28";"3.87"
"Heritage Farm Museum";"Apr 16, 2026, 04:00:00";"19";"0.24";"0.35";"42.13";"4.03"
"Heritage Farm Museum";"Apr 16, 2026, 03:00:00";"19";"0.17";"0.36";"40.62";"4.3"
"Heritage Farm Museum";"Apr 16, 2026, 02:00:00";"19";"0.47";"0.38";"40.12";"4.06"
"Heritage Farm Museum";"Apr 16, 2026, 01:00:00";"19";"0.38";"0.37";"33.65";"4.13"
"Heritage Farm Museum";"Apr 16, 2026, 00:00:00";"19";"3.02";"0.4";"31.34";"3.73"
"Heritage Farm Museum";"Apr 15, 2026, 23:00:00";"19";"0.08";"0.4";"31.69";"3.9"
"Heritage Farm Museum";"Apr 15, 2026, 22:00:00";"19";"0.02";"0.43";"33.34";"4.35"
"Heritage Farm Museum";"Apr 15, 2026, 21:00:00";"19";"1.62";"0.45";"34.75";"4.9"
"Heritage Farm Museum";"Apr 15, 2026, 20:00:00";"19";"0";"0.42";"32.59";"4.81"
"Heritage Farm Museum";"Apr 15, 2026, 19:00:00";"19";"0.34";"0.4";"32.56";"4.74"
"Heritage Farm Museum";"Apr 15, 2026, 18:00:00";"19";"0";"0.38";"33.69";"4.06"
"Heritage Farm Museum";"Apr 15, 2026, 17:00:00";"19";"0";"0.36";"35.21";"4.06"
"Heritage Farm Museum";"Apr 15, 2026, 16:00:00";"19";"0";"0.36";"36.08";"4.13"
"Heritage Farm Museum";"Apr 15, 2026, 15:00:00";"19";"0";"0.32";"39.23";"4.28"
"Heritage Farm Museum";"Apr 15, 2026, 14:00:00";"19";"0";"0.33";"42.75";"5.2"
"Heritage Farm Museum";"Apr 15, 2026, 13:00:00";"18";"0";"0.31";"46.71";"4.7"
"Heritage Farm Museum";"Apr 15, 2026, 12:00:00";"18";"0";"0.32";"51.59";"5.07"
"Heritage Farm Museum";"Apr 15, 2026, 11:00:00";"18";"1.37";"0.44";"75.63";"5.23"
"Heritage Farm Museum";"Apr 15, 2026, 10:00:00";"18";"7.7";"0.53";"89.89";"5.71"
"Heritage Farm Museum";"Apr 15, 2026, 09:00:00";"18";"12.52";"0.5";"98.24";"4.57"
"Heritage Farm Museum";"Apr 15, 2026, 08:00:00";"18";"12.29";"0.39";"99.56";"3.94"
"Heritage Farm Museum";"Apr 15, 2026, 07:00:00";"18";"1.95";"0.28";"88.51";"4.92"
"Heritage Farm Museum";"Apr 15, 2026, 06:00:00";"18";"1.46";"0.26";"88.53";"4.47"
"Heritage Farm Museum";"Apr 15, 2026, 05:00:00";"18";"0.46";"0.26";"88.04";"4.06"
"Heritage Farm Museum";"Apr 15, 2026, 04:00:00";"18";"0.56";"0.27";"82.44";"4.52"
